10.51840615,-1,1,1,0,0,3,72,75,10,0,44,60.9,0,-22,-21,-998
10.58587599,-1,1,1,0,0,3,72,75,10,0,44,60.92,0,-21,-23,-1000
10.64109206,-1,1,1,0,0,3,72,75,10,0,44,60.92,0,-21,-23,-1000
10.73208237,-1,1,1,0,0,3,72,75,10,0,44,60.92,0,-22,-22,-1000
10.81783032,-1,1,1,0,0,3,72,75,10,0,44,60.97,0,-21,-21,-1000
10.88927794,-1,1,1,0,0,3,72,75,10,0,44,60.95,0,-22,-24,-1000
10.95724797,-1,1,1,0,0,3,72,75,10,0,44,60.95,0,-22,-24,-1000
10.99327421,-1,1,1,0,0,3,72,75,10,0,44,61,0,-21,-23,-999
11.05719709,-1,1,1,0,0,3,72,75,10,0,44,61,0,-21,-23,-999
11.11392522,-1,1,1,0,0,2,72,75,10,0,44,61.02,0,-22,-23,-1001
11.18201709,-1,1,1,0,0,2,72,74,10,0,44,61,0,-22,-25,-1000
11.24921703,-1,1,1,0,0,2,72,74,10,0,44,61,0,-22,-25,-1000
11.305758,-1,1,1,0,0,2,72,74,10,0,44,61,0,-23,-22,-1001
11.39954925,-1,1,1,0,0,2,72,74,10,0,44,60.97,0,-22,-22,-1004
11.4959743,-1,1,1,0,0,0,72,74,10,0,44,60.99,0,-23,-23,-1003
11.56515503,-1,1,1,0,0,0,72,74,10,0,44,60.99,0,-23,-23,-1003
11.6239512,-1,1,1,0,0,0,72,74,10,0,44,60.95,0,-21,-21,-1002
11.70015717,-1,1,1,0,0,0,72,74,10,0,44,60.95,0,-23,-24,-1002
11.76038313,-1,1,1,0,0,0,72,74,10,0,44,60.95,0,-23,-24,-1002
11.84776616,-1,1,1,0,0,0,72,74,10,0,44,61.02,0,-21,-23,-1000
11.91911292,-1,1,1,0,0,0,72,74,10,0,44,60.98,0,-21,-24,-1002
11.99948311,-1,1,1,0,0,0,72,74,10,0,44,60.98,0,-21,-24,-1002
12.07882714,-1,1,1,0,0,0,72,74,10,0,44,60.98,0,-21,-24,-1000
12.13997698,-1,1,1,0,0,0,72,74,10,0,44,60.98,0,-13,-31,-1002
12.20856404,-1,1,1,0,0,0,72,74,10,0,44,60.98,0,-42,-8,-1004
12.30293131,-1,1,1,0,0,0,72,74,10,0,44,60.98,0,-42,-8,-1004
12.39679408,-1,1,1,0,0,0,72,74,10,0,44,60.98,0,-47,-8,-998
12.46984339,-1,1,1,0,0,0,72,74,10,0,44,60.98,0,-35,-12,-1018
12.55589199,0,-1,1,0,0,-1,72,74,10,0,44,60.98,0,-21,-17,-1194
12.64872813,0,-1,2,0,0,-3,72,74,10,0,44,60.98,0,-54,-54,-1341
12.7422142,-1,0,2,0,0,-6,72,74,10,0,44,60.98,0,-59,-40,-1167
12.81928229,0,0,1,0,0,-7,72,74,10,10,44,61.24,0,-128,-69,-1097
12.89480805,0,0,1,0,0,-7,72,74,10,10,44,61.24,0,-128,-69,-1097
12.98924327,0,0,1,0,0,-7,72,74,17,20,44,61.26,0,-114,-28,-1014
13.06431222,0,0,1,0,0,-7,72,74,25,20,44,61.3,1,-110,-25,-969
13.1416111,0,0,1,0,0,-7,72,74,33,30,44,61.4,1,-105,-18,-945
13.2246592,0,0,1,0,0,-7,72,74,33,30,44,61.4,1,-105,-18,-945
13.31112337,0,0,1,0,0,-6,73,75,41,30,44,61.52,1,-89,-21,-903
13.38186336,0,0,1,-6,-2,-5,73,75,48,40,44,61.58,1,-65,-38,-920
13.45452332,-8,2,1,-7,-2,-4,73,75,53,40,44,61.66,1,-62,-18,-941
13.53262901,-15,5,1,-5,-2,-3,73,75,60,50,44,61.66,1,-61,-3,-876
13.64017105,-15,5,1,-4,-1,-2,73,75,66,50,44,61.61,1,-89,-18,-928
13.70712495,-12,4,1,-2,0,-2,73,75,68,50,44,61.62,1,-97,-28,-965
13.79510403,-11,3,1,-1,0,-1,73,75,70,50,44,61.69,1,-101,-54,-971
13.84461999,-11,3,1,-1,0,-1,73,75,70,50,44,61.69,1,-101,-54,-971
13.90883422,-11,3,1,-1,0,-1,73,75,70,50,44,61.69,1,-101,-54,-971
13.9750092,-11,3,1,-1,0,-1,73,75,70,50,44,61.69,1,-101,-54,-971
14.05125618,-11,3,1,-1,0,-1,73,75,70,50,44,61.69,1,-101,-54,-971
14.13977909,-11,3,1,-1,0,-1,73,75,70,50,44,61.69,1,-101,-54,-971
14.18891501,-3,1,1,0,0,-1,73,75,72,60,44,61.77,1,-79,-35,-959
14.27479219,-3,1,1,0,0,-1,73,75,72,60,44,61.77,1,-79,-35,-959
14.37635112,-3,1,1,0,0,-1,73,75,72,60,44,61.77,1,-79,-35,-959
14.4698391,-6,3,1,-2,-1,-1,73,76,77,60,44,61.9,2,-90,-23,-965
14.57677817,-6,3,1,-2,-1,-1,73,76,77,60,44,61.9,2,-90,-23,-965
14.64471602,-8,2,1,-1,0,0,73,76,80,60,44,61.75,2,-80,-42,-978
14.72759914,-8,2,1,-1,0,0,73,76,80,60,44,61.75,2,-80,-42,-978
14.78851628,-8,2,1,-1,0,0,73,76,80,60,44,61.75,2,-80,-42,-978
14.87921619,-8,2,1,-1,0,0,73,76,80,60,44,61.75,2,-80,-42,-978
14.97723222,-8,2,1,-1,0,0,73,76,80,60,44,61.75,2,-80,-42,-978
15.08202505,-8,2,1,-1,0,0,73,76,80,60,44,61.75,2,-80,-42,-978
15.17412114,-9,0,1,-1,0,0,73,76,83,70,44,61.77,3,-130,-68,-1001
15.26761127,-9,0,1,-1,0,0,73,76,83,70,44,61.77,3,-130,-68,-1001
15.38108015,-9,0,1,-1,0,0,73,76,83,70,44,61.77,3,-130,-68,-1001
15.45150328,-7,2,1,0,0,0,73,75,82,70,44,61.8,3,-126,-62,-1005
15.52573514,-7,2,1,0,0,0,73,75,82,70,44,61.8,3,-126,-62,-1005
15.57913017,-7,2,1,0,0,0,73,75,82,70,44,61.8,3,-126,-62,-1005
15.63259697,-7,2,1,0,0,0,73,75,82,70,44,61.8,3,-126,-62,-1005
15.71219516,-7,2,1,0,0,0,73,75,82,70,44,61.8,3,-126,-62,-1005
15.7425921,-7,2,1,0,0,0,73,75,82,70,44,61.8,3,-126,-62,-1005
15.8446362,-7,2,1,0,0,0,73,75,82,70,44,61.8,3,-126,-62,-1005
15.90970492,-8,4,1,0,0,0,73,75,81,70,44,61.79,3,-180,-50,-987
16.01862931,-8,4,1,0,0,0,73,75,81,70,44,61.79,3,-180,-50,-987
16.11062908,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.20695305,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.27054429,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.37358999,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.44197297,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.53117013,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.62318897,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.69193125,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.75476408,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.86158729,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
16.95799613,-9,3,1,0,0,0,73,75,82,70,44,61.79,3,-153,-72,-978
17.01574397,-3,2,1,2,0,0,73,75,80,60,44,61.68,5,-93,-73,-1043
17.07477927,-3,2,1,2,0,0,73,75,80,60,44,61.68,5,-93,-73,-1043
17.14121914,-2,4,1,1,0,0,73,75,79,70,44,61.64,5,-104,-48,-1054
17.20778704,-2,4,1,1,0,0,73,75,79,70,44,61.64,5,-104,-48,-1054
17.28939319,-3,3,1,1,0,0,73,75,80,70,44,61.69,5,-115,-43,-1006
17.37370014,-3,3,1,1,0,0,73,75,80,70,44,61.68,5,-86,-75,-979
17.44259715,-4,3,1,0,0,0,73,75,80,70,44,61.6,5,-98,-49,-969
17.50703716,-4,3,1,0,0,0,73,75,80,70,44,61.6,5,-98,-49,-969
17.60119915,-4,4,1,0,0,0,73,75,80,70,44,61.6,5,-95,-41,-986
17.66707921,-3,4,1,0,0,0,73,75,80,70,44,61.56,5,-79,-45,-1050
17.7347002,-4,1,1,0,0,0,73,75,81,70,44,61.49,5,-140,9,-1018
17.79351234,-4,1,1,0,0,0,73,75,81,70,44,61.49,5,-140,9,-1018
